#c=0.000100, alpha=0.900000, tmin=0.000000, tmax=5.000000, N_t=100000, epsilonIntegral=0.000001, epsilonBinning=0.000001, dim=2, initialEnsemble: { (100000, (0.707107+0.000000i, 0.500000+0.500000i)) }
795.774715
0.49005 0.0000 0236 0.008366 -0.006505 0.003643 0.4996947+0.0000000i -0.3308980+0.3738570i -0.3308980-0.3738570i 0.5003053+0.0000000i 0.4996632+0.0000000i -0.3308943+0.3738486i -0.3308943-0.3738486i 0.5003368-0.0000000i 
0.49505 0.0000 0238 0.008253 -0.006602 0.003645 0.4996929+0.0000000i -0.3424911+0.3632662i -0.3424911-0.3632662i 0.5003071+0.0000000i 0.4996595+0.0000000i -0.3424866+0.3632570i -0.3424866-0.3632570i 0.5003405-0.0000000i 
0.50005 0.0000 0240 0.008138 -0.006698 0.003646 0.4996999+0.0000000i -0.3537487+0.3523202i -0.3537487-0.3523202i 0.5003001+0.0000000i 0.4996561+0.0000000i -0.3537400+0.3523063i -0.3537400-0.3523063i 0.5003439-0.0000000i 
0.50505 0.0000 0244 0.008022 -0.006793 0.003645 0.4996896+0.0000000i -0.3646495+0.3410177i -0.3646495-0.3410177i 0.5003104+0.0000000i 0.4996531+0.0000000i -0.3646435+0.3410073i -0.3646435-0.3410073i 0.5003469-0.0000000i 
0.51005 0.0000 0250 0.007904 -0.006885 0.003643 0.4996704+0.0000000i -0.3751847+0.3293747i -0.3751847-0.3293747i 0.5003296+0.0000000i 0.4996506+0.0000000i -0.3751862+0.3293711i -0.3751862-0.3293711i 0.5003494-0.0000000i 
0.51505 0.0000 0254 0.007784 -0.006974 0.003639 0.4996784+0.0000000i -0.3853618+0.3174167i -0.3853618-0.3174167i 0.5003216+0.0000000i 0.4996485+0.0000000i -0.3853579+0.3174093i -0.3853579-0.3174093i 0.5003515-0.0000000i 
0.52005 0.0000 0256 0.007663 -0.007062 0.003633 0.4996684+0.0000000i -0.3951478+0.3051380i -0.3951478-0.3051380i 0.5003316+0.0000000i 0.4996469+0.0000000i -0.3951485+0.3051336i -0.3951485-0.3051336i 0.5003531-0.0000000i 
0.52505 0.0000 0259 0.007541 -0.007147 0.003626 0.4996632+0.0000000i -0.4045452+0.2925593i -0.4045452-0.2925593i 0.5003368-0.0000000i 0.4996458+0.0000000i -0.4045482+0.2925563i -0.4045482-0.2925563i 0.5003542-0.0000000i 
0.53005 0.0000 0260 0.007418 -0.007230 0.003617 0.4996676+0.0000000i -0.4135483+0.2796944i -0.4135483-0.2796944i 0.5003324+0.0000000i 0.4996451+0.0000000i -0.4135479+0.2796897i -0.4135479-0.2796897i 0.5003549-0.0000000i 
0.53505 0.0000 0264 0.007293 -0.007311 0.003606 0.4996675+0.0000000i -0.4221392+0.2665512i -0.4221392-0.2665512i 0.5003325+0.0000000i 0.4996449+0.0000000i -0.4221387+0.2665465i -0.4221387-0.2665465i 0.5003551-0.0000000i 
0.54005 0.0000 0266 0.007167 -0.007388 0.003594 0.4996676+0.0000000i -0.4303126+0.2531445i -0.4303126-0.2531445i 0.5003324-0.0000000i 0.4996451+0.0000000i -0.4303120+0.2531399i -0.4303120-0.2531399i 0.5003549-0.0000000i 
0.54505 0.0000 0272 0.007041 -0.007463 0.003580 0.4996584+0.0000000i -0.4380530+0.2394850i -0.4380530-0.2394850i 0.5003416+0.0000000i 0.4996459+0.0000000i -0.4380599+0.2394829i -0.4380599-0.2394829i 0.5003541-0.0000000i 
0.55005 0.0000 0272 0.006914 -0.007536 0.003565 0.4996590+0.0000000i -0.4453673+0.2255914i -0.4453673-0.2255914i 0.5003410+0.0000000i 0.4996472+0.0000000i -0.4453746+0.2255892i -0.4453746-0.2255892i 0.5003528-0.0000000i 
0.55505 0.0000 0276 0.006786 -0.007605 0.003548 0.4996403+0.0000000i -0.4522247+0.2114700i -0.4522247-0.2114700i 0.5003597+0.0000000i 0.4996489+0.0000000i -0.4522490+0.2114724i -0.4522490-0.2114724i 0.5003511-0.0000000i 
0.56005 0.0000 0278 0.006658 -0.007671 0.003529 0.4996415+0.0000000i -0.4586509+0.1971447i -0.4586509-0.1971447i 0.5003585+0.0000000i 0.4996512+0.0000000i -0.4586763+0.1971466i -0.4586763-0.1971466i 0.5003488-0.0000000i 
0.56505 0.0000 0283 0.006529 -0.007735 0.003509 0.4996478+0.0000000i -0.4646280+0.1826257i -0.4646280-0.1826257i 0.5003522+0.0000000i 0.4996539+0.0000000i -0.4646502+0.1826259i -0.4646502-0.1826259i 0.5003461-0.0000000i 
0.57005 0.0000 0287 0.006399 -0.007795 0.003488 0.4996494+0.0000000i -0.4701410+0.1679248i -0.4701410-0.1679248i 0.5003506+0.0000000i 0.4996571+0.0000000i -0.4701647+0.1679247i -0.4701647-0.1679247i 0.5003429-0.0000000i 
0.57505 0.0000 0292 0.006270 -0.007852 0.003465 0.4996463+0.0000000i -0.4751843+0.1530569i -0.4751843-0.1530569i 0.5003537-0.0000000i 0.4996608+0.0000000i -0.4752144+0.1530574i -0.4752144-0.1530574i 0.5003392+0.0000000i 
0.58005 0.0000 0296 0.006140 -0.007906 0.003441 0.4996484+0.0000000i -0.4797623+0.1380389i -0.4797623-0.1380389i 0.5003516-0.0000000i 0.4996650+0.0000000i -0.4797943+0.1380389i -0.4797943-0.1380389i 0.5003350-0.0000000i 
0.58505 0.0000 0301 0.006010 -0.007956 0.003415 0.4996457+0.0000000i -0.4838608+0.1228834i -0.4838608-0.1228834i 0.5003543+0.0000000i 0.4996696+0.0000000i -0.4838999+0.1228840i -0.4838999-0.1228840i 0.5003304-0.0000000i 
0.59005 0.0000 0307 0.005881 -0.008003 0.003388 0.4996382+0.0000000i -0.4874758+0.1076056i -0.4874758-0.1076056i 0.5003618+0.0000000i 0.4996747+0.0000000i -0.4875271+0.1076076i -0.4875271-0.1076076i 0.5003253-0.0000000i 
0.59505 0.0000 0308 0.005751 -0.008047 0.003360 0.4996460+0.0000000i -0.4906233+0.0922249i -0.4906233-0.0922249i 0.5003540+0.0000000i 0.4996802+0.0000000i -0.4906724+0.0922249i -0.4906724-0.0922249i 0.5003198-0.0000000i 
0.60005 0.0000 0309 0.005622 -0.008087 0.003330 0.4996440+0.0000000i -0.4932757+0.0767511i -0.4932757-0.0767511i 0.5003560-0.0000000i 0.4996862+0.0000000i -0.4933326+0.0767510i -0.4933326-0.0767510i 0.5003138+0.0000000i 
0.60505 0.0000 0310 0.005493 -0.008123 0.003299 0.4996521+0.0000000i -0.4954501+0.0612035i -0.4954501-0.0612035i 0.5003479-0.0000000i 0.4996925+0.0000000i -0.4955052+0.0612014i -0.4955052-0.0612014i 0.5003075+0.0000000i 
0.61005 0.0000 0314 0.005364 -0.008155 0.003266 0.4996654+0.0000000i -0.4971394+0.0455965i -0.4971394-0.0455965i 0.5003346+0.0000000i 0.4996993+0.0000000i -0.4971879+0.0455913i -0.4971879-0.0455913i 0.5003007-0.0000000i 
0.61505 0.0000 0320 0.005236 -0.008184 0.003233 0.4996889+0.0000000i -0.4983470+0.0299457i -0.4983470-0.0299457i 0.5003111+0.0000000i 0.4997064+0.0000000i -0.4983791+0.0299362i -0.4983791-0.0299362i 0.5002936+0.0000000i 
0.62005 0.0000 0322 0.005109 -0.008209 0.003198 0.4996926+0.0000000i -0.4990422+0.0142614i -0.4990422-0.0142614i 0.5003074+0.0000000i 0.4997139+0.0000000i -0.4990777+0.0142515i -0.4990777-0.0142515i 0.5002861+0.0000000i 
0.62505 0.0000 0325 0.004982 -0.008230 0.003162 0.4996916+0.0000000i -0.4992391-0.0014377i -0.4992391+0.0014377i 0.5003084+0.0000000i 0.4997217+0.0000000i -0.4992828-0.0014471i -0.4992828+0.0014471i 0.5002783+0.0000000i 
0.63005 0.0000 0331 0.004856 -0.008248 0.003125 0.4996957+0.0000000i -0.4989471-0.0171342i -0.4989471+0.0171342i 0.5003043+0.0000000i 0.4997298+0.0000000i -0.4989944-0.0171443i -0.4989944+0.0171443i 0.5002702+0.0000000i 
0.63505 0.0000 0337 0.004731 -0.008261 0.003087 0.4997096+0.0000000i -0.4981710-0.0328121i -0.4981710+0.0328121i 0.5002904+0.0000000i 0.4997382+0.0000000i -0.4982126-0.0328244i -0.4982126+0.0328244i 0.5002618+0.0000000i 
0.64005 0.0000 0340 0.004607 -0.008270 0.003048 0.4997092+0.0000000i -0.4968885-0.0484598i -0.4968885+0.0484598i 0.5002908+0.0000000i 0.4997469+0.0000000i -0.4969384-0.0484721i -0.4969384+0.0484721i 0.5002531+0.0000000i 
0.64505 0.0000 0342 0.004484 -0.008275 0.003008 0.4997040+0.0000000i -0.4951104-0.0640598i -0.4951104+0.0640598i 0.5002960+0.0000000i 0.4997559+0.0000000i -0.4951728-0.0640718i -0.4951728+0.0640718i 0.5002441+0.0000000i 
0.65005 0.0000 0345 0.004362 -0.008277 0.002967 0.4997038+0.0000000i -0.4928472-0.0795953i -0.4928472+0.0795953i 0.5002962+0.0000000i 0.4997651+0.0000000i -0.4929176-0.0796081i -0.4929176+0.0796081i 0.5002349+0.0000000i 
0.65505 0.0000 0348 0.004241 -0.008273 0.002925 0.4997132+0.0000000i -0.4901051-0.0950506i -0.4901051+0.0950506i 0.5002868+0.0000000i 0.4997744+0.0000000i -0.4901752-0.0950657i -0.4901752+0.0950657i 0.5002256+0.0000000i 
0.66005 0.0000 0352 0.004121 -0.008266 0.002882 0.4997180+0.0000000i -0.4868745-0.1104124i -0.4868745+0.1104124i 0.5002820-0.0000000i 0.4997840+0.0000000i -0.4869481-0.1104293i -0.4869481+0.1104293i 0.5002160+0.0000000i 
0.66505 0.0000 0353 0.004003 -0.008255 0.002839 0.4997275+0.0000000i -0.4831663-0.1256645i -0.4831663+0.1256645i 0.5002725+0.0000000i 0.4997937+0.0000000i -0.4832395-0.1256837i -0.4832395+0.1256837i 0.5002063+0.0000000i 
0.67005 0.0000 0360 0.003886 -0.008239 0.002794 0.4997554+0.0000000i -0.4789950-0.1407916i -0.4789950+0.1407916i 0.5002446+0.0000000i 0.4998036+0.0000000i -0.4790532-0.1408138i -0.4790532+0.1408138i 0.5001964+0.0000000i 
0.67505 0.0000 0363 0.003770 -0.008219 0.002749 0.4997558+0.0000000i -0.4743285-0.1557810i -0.4743285+0.1557810i 0.5002442+0.0000000i 0.4998136+0.0000000i -0.4743932-0.1558048i -0.4743932+0.1558048i 0.5001864+0.0000000i 
0.68005 0.0000 0365 0.003656 -0.008195 0.002703 0.4997609+0.0000000i -0.4691966-0.1706159i -0.4691966+0.1706159i 0.5002391+0.0000000i 0.4998236+0.0000000i -0.4692642-0.1706418i -0.4692642+0.1706418i 0.5001764+0.0000000i 
0.68505 0.0000 0368 0.003544 -0.008167 0.002657 0.4997615+0.0000000i -0.4635978-0.1852818i -0.4635978+0.1852818i 0.5002385-0.0000000i 0.4998338+0.0000000i -0.4636712-0.1853102i -0.4636712+0.1853102i 0.5001662+0.0000000i 
0.69005 0.0000 0369 0.003433 -0.008134 0.002610 0.4997710+0.0000000i -0.4575469-0.1997647i -0.4575469+0.1997647i 0.5002290+0.0000000i 0.4998439+0.0000000i -0.4576197-0.1997954i -0.4576197+0.1997954i 0.5001561+0.0000000i 
0.69505 0.0000 0373 0.003324 -0.008097 0.002562 0.4997761+0.0000000i -0.4510409-0.2140496i -0.4510409+0.2140496i 0.5002239+0.0000000i 0.4998541+0.0000000i -0.4511157-0.2140832i -0.4511157+0.2140832i 0.5001459+0.0000000i 
0.70005 0.0000 0375 0.003216 -0.008055 0.002514 0.4997812+0.0000000i -0.4440891-0.2281228i -0.4440891+0.2281228i 0.5002188+0.0000000i 0.4998644+0.0000000i -0.4441657-0.2281595i -0.4441657+0.2281595i 0.5001356+0.0000000i 
0.70505 0.0000 0375 0.003111 -0.008009 0.002465 0.4997863+0.0000000i -0.4366985-0.2419703i -0.4366985+0.2419703i 0.5002137+0.0000000i 0.4998746+0.0000000i -0.4367765-0.2420103i -0.4367765+0.2420103i 0.5001254+0.0000000i 
0.71005 0.0000 0378 0.003007 -0.007959 0.002416 0.4997956+0.0000000i -0.4288782-0.2555794i -0.4288782+0.2555794i 0.5002044+0.0000000i 0.4998847+0.0000000i -0.4289555-0.2556220i -0.4289555+0.2556220i 0.5001153+0.0000000i 
0.71505 0.0000 0380 0.002905 -0.007905 0.002367 0.4998088+0.0000000i -0.4206358-0.2689370i -0.4206358+0.2689370i 0.5001912+0.0000000i 0.4998949+0.0000000i -0.4207103-0.2689812i -0.4207103+0.2689812i 0.5001051+0.0000000i 
0.72005 0.0000 0382 0.002805 -0.007846 0.002317 0.4998218+0.0000000i -0.4119771-0.2820292i -0.4119771+0.2820292i 0.5001782+0.0000000i 0.4999049+0.0000000i -0.4120490-0.2820747i -0.4120490+0.2820747i 0.5000951+0.0000000i 
0.72505 0.0000 0386 0.002707 -0.007783 0.002267 0.4998425+0.0000000i -0.4029134-0.2948461i -0.4029134+0.2948461i 0.5001575+0.0000000i 0.4999149+0.0000000i -0.4029804-0.2948895i -0.4029804+0.2948895i 0.5000851+0.0000000i 
0.73005 0.0000 0388 0.002611 -0.007715 0.002217 0.4998552+0.0000000i -0.3934485-0.3073688i -0.3934485+0.3073688i 0.5001448+0.0000000i 0.4999247+0.0000000i -0.3935133-0.3074130i -0.3935133+0.3074130i 0.5000753+0.0000000i 
0.73505 0.0000 0390 0.002517 -0.007644 0.002166 0.4998678+0.0000000i -0.3835944-0.3195880i -0.3835944+0.3195880i 0.5001322+0.0000000i 0.4999345+0.0000000i -0.3836571-0.3196328i -0.3836571+0.3196328i 0.5000655+0.0000000i 
0.74005 0.0000 0392 0.002425 -0.007568 0.002116 0.4998801+0.0000000i -0.3733608-0.3314916i -0.3733608+0.3314916i 0.5001199+0.0000000i 0.4999441+0.0000000i -0.3734216-0.3315369i -0.3734216+0.3315369i 0.5000559+0.0000000i 
0.74505 0.0000 0397 0.002336 -0.007487 0.002065 0.4998812+0.0000000i -0.3627566-0.3430607i -0.3627566+0.3430607i 0.5001188+0.0000000i 0.4999536+0.0000000i -0.3628169-0.3431135i -0.3628169+0.3431135i 0.5000464+0.0000000i 
0.75005 0.0000 0399 0.002248 -0.007403 0.002015 0.4998858+0.0000000i -0.3517946-0.3542931i -0.3517946+0.3542931i 0.5001142+0.0000000i 0.4999629+0.0000000i -0.3518534-0.3543512i -0.3518534+0.3543512i 0.5000371+0.0000000i 
0.75505 0.0000 0401 0.002163 -0.007314 0.001964 0.4998976+0.0000000i -0.3404851-0.3651810i -0.3404851+0.3651810i 0.5001024+0.0000000i 0.4999721+0.0000000i -0.3405420-0.3652389i -0.3405420+0.3652389i 0.5000279-0.0000000i 
0.76005 0.0000 0402 0.002079 -0.007221 0.001914 0.4999056+0.0000000i -0.3288390-0.3757052i -0.3288390+0.3757052i 0.5000944+0.0000000i 0.4999811+0.0000000i -0.3288940-0.3757658i -0.3288940+0.3757658i 0.5000189-0.0000000i 
0.76505 0.0000 0405 0.001998 -0.007124 0.001863 0.4999202+0.0000000i -0.3168669-0.3858653i -0.3168669+0.3858653i 0.5000798+0.0000000i 0.4999899+0.0000000i -0.3169208-0.3859216i -0.3169208+0.3859216i 0.5000101-0.0000000i 
0.77005 0.0000 0405 0.001919 -0.007023 0.001813 0.4999246+0.0000000i -0.3045830-0.3956335i -0.3045830+0.3956335i 0.5000754+0.0000000i 0.4999986+0.0000000i -0.3046342-0.3956962i -0.3046342+0.3956962i 0.5000014-0.0000000i 
0.77505 0.0000 0407 0.001843 -0.006918 0.001763 0.4999288+0.0000000i -0.2919983-0.4050107i -0.2919983+0.4050107i 0.5000712-0.0000000i 0.5000070+0.0000000i -0.2920465-0.4050799i -0.2920465+0.4050799i 0.4999930-0.0000000i 
0.78005 0.0000 0408 0.001768 -0.006809 0.001714 0.4999361+0.0000000i -0.2791243-0.4139918i -0.2791243+0.4139918i 0.5000639+0.0000000i 0.5000152+0.0000000i -0.2791701-0.4140635i -0.2791701+0.4140635i 0.4999848-0.0000000i 
0.78505 0.0000 0411 0.001696 -0.006696 0.001664 0.4999497+0.0000000i -0.2659721-0.4225728i -0.2659721+0.4225728i 0.5000503+0.0000000i 0.5000233+0.0000000i -0.2660176-0.4226382i -0.2660176+0.4226382i 0.4999767-0.0000000i 
0.79005 0.0000 0412 0.001626 -0.006579 0.001615 0.4999568+0.0000000i -0.2525591-0.4307274i -0.2525591+0.4307274i 0.5000432+0.0000000i 0.5000311+0.0000000i -0.2526023-0.4307954i -0.2526023+0.4307954i 0.4999689-0.0000000i 
0.79505 0.0000 0414 0.001559 -0.006458 0.001567 0.4999668+0.0000000i -0.2388950-0.4384615i -0.2388950+0.4384615i 0.5000332+0.0000000i 0.5000387+0.0000000i -0.2389372-0.4385271i -0.2389372+0.4385271i 0.4999613-0.0000000i 
0.80005 0.0000 0414 0.001494 -0.006334 0.001519 0.4999705+0.0000000i -0.2249978-0.4457525i -0.2249978+0.4457525i 0.5000295+0.0000000i 0.5000461+0.0000000i -0.2250359-0.4458256i -0.2250359+0.4458256i 0.4999539+0.0000000i 
0.80505 0.0000 0415 0.001431 -0.006206 0.001471 0.4999770+0.0000000i -0.2108768-0.4526085i -0.2108768+0.4526085i 0.5000230+0.0000000i 0.5000532+0.0000000i -0.2109122-0.4526837i -0.2109122+0.4526837i 0.4999468+0.0000000i 
0.81005 0.0000 0419 0.001370 -0.006074 0.001424 0.4999922+0.0000000i -0.1965415-0.4590343i -0.1965415+0.4590343i 0.5000078+0.0000000i 0.5000602+0.0000000i -0.1965800-0.4590948i -0.1965800+0.4590948i 0.4999398+0.0000000i 
0.81505 0.0000 0421 0.001311 -0.005939 0.001378 0.5000014+0.0000000i -0.1820152-0.4649953i -0.1820152+0.4649953i 0.4999986-0.0000000i 0.5000669+0.0000000i -0.1820536-0.4650523i -0.1820536+0.4650523i 0.4999331+0.0000000i 
0.82005 0.0000 0421 0.001255 -0.005800 0.001332 0.4999995+0.0000000i -0.1673095-0.4704926i -0.1673095+0.4704926i 0.5000005+0.0000000i 0.5000735+0.0000000i -0.1673472-0.4705504i -0.1673472+0.4705504i 0.4999265+0.0000000i 
0.82505 0.0000 0422 0.001201 -0.005658 0.001288 0.5000054+0.0000000i -0.1524399-0.4755240i -0.1524399+0.4755240i 0.4999946+0.0000000i 0.5000798+0.0000000i -0.1524754-0.4755838i -0.1524754+0.4755838i 0.4999202+0.0000000i 
0.83005 0.0000 0424 0.001150 -0.005513 0.001243 0.5000140+0.0000000i -0.1374171-0.4800923i -0.1374171+0.4800923i 0.4999860+0.0000000i 0.5000859+0.0000000i -0.1374529-0.4801473i -0.1374529+0.4801473i 0.4999141+0.0000000i 
0.83505 0.0000 0425 0.001100 -0.005364 0.001200 0.5000196+0.0000000i -0.1222608-0.4841800i -0.1222608+0.4841800i 0.4999804-0.0000000i 0.5000917+0.0000000i -0.1222946-0.4842366i -0.1222946+0.4842366i 0.4999083+0.0000000i 
0.84005 0.0000 0425 0.001053 -0.005212 0.001157 0.5000225+0.0000000i -0.1069863-0.4877827i -0.1069863+0.4877827i 0.4999775+0.0000000i 0.5000974+0.0000000i -0.1070155-0.4878474i -0.1070155+0.4878474i 0.4999026+0.0000000i 
0.84505 0.0000 0427 0.001009 -0.005058 0.001115 0.5000252+0.0000000i -0.0916063-0.4909036i -0.0916063+0.4909036i 0.4999748+0.0000000i 0.5001029+0.0000000i -0.0916306-0.4909764i -0.0916306+0.4909764i 0.4998971+0.0000000i 
0.85005 0.0000 0429 0.000966 -0.004901 0.001075 0.5000331+0.0000000i -0.0761303-0.4935540i -0.0761303+0.4935540i 0.4999669+0.0000000i 0.5001081+0.0000000i -0.0761552-0.4936203i -0.0761552+0.4936203i 0.4998919+0.0000000i 
0.85505 0.0000 0431 0.000926 -0.004740 0.001035 0.5000356+0.0000000i -0.0605847-0.4957025i -0.0605847+0.4957025i 0.4999644+0.0000000i 0.5001132+0.0000000i -0.0606046-0.4957765i -0.0606046+0.4957765i 0.4998868+0.0000000i 
0.86005 0.0000 0435 0.000888 -0.004578 0.000996 0.5000381+0.0000000i -0.0449796-0.4973616i -0.0449796+0.4973616i 0.4999619+0.0000000i 0.5001181-0.0000000i -0.0449941-0.4974430i -0.0449941+0.4974430i 0.4998819+0.0000000i 
0.86505 0.0000 0435 0.000853 -0.004413 0.000958 0.5000404+0.0000000i -0.0293300-0.4985293i -0.0293300+0.4985293i 0.4999596-0.0000000i 0.5001228-0.0000000i -0.0293392-0.4986180i -0.0293392+0.4986180i 0.4998772+0.0000000i 
0.87005 0.0000 0435 0.000819 -0.004245 0.000921 0.5000427+0.0000000i -0.0136516-0.4992048i -0.0136516+0.4992048i 0.4999573+0.0000000i 0.5001273-0.0000000i -0.0136553-0.4993004i -0.0136553+0.4993004i 0.4998727+0.0000000i 
0.87505 0.0000 0435 0.000788 -0.004076 0.000885 0.5000448+0.0000000i 0.0020400-0.4993872i 0.0020400+0.4993872i 0.4999552+0.0000000i 0.5001316-0.0000000i 0.0020421-0.4994895i 0.0020421+0.4994895i 0.4998684+0.0000000i 
0.88005 0.0000 0435 0.000760 -0.003904 0.000851 0.5000469+0.0000000i 0.0177295-0.4990766i 0.0177295+0.4990766i 0.4999531+0.0000000i 0.5001358-0.0000000i 0.0177374-0.4991851i 0.0177374+0.4991851i 0.4998642+0.0000000i 
0.88505 0.0000 0437 0.000734 -0.003731 0.000817 0.5000541+0.0000000i 0.0334081-0.4982890i 0.0334081+0.4982890i 0.4999459+0.0000000i 0.5001398-0.0000000i 0.0334152-0.4983875i 0.0334152+0.4983875i 0.4998602+0.0000000i 
0.89005 0.0000 0439 0.000710 -0.003556 0.000785 0.5000613+0.0000000i 0.0490541-0.4970095i 0.0490541+0.4970095i 0.4999387+0.0000000i 0.5001437-0.0000000i 0.0490599-0.4970974i 0.0490599+0.4970974i 0.4998563+0.0000000i 
0.89505 0.0000 0441 0.000689 -0.003380 0.000754 0.5000685+0.0000000i 0.0646520-0.4952391i 0.0646520+0.4952391i 0.4999315+0.0000000i 0.5001474-0.0000000i 0.0646561-0.4953162i 0.0646561+0.4953162i 0.4998526+0.0000000i 
0.90005 0.0000 0442 0.000671 -0.003203 0.000724 0.5000676+0.0000000i 0.0801761-0.4929552i 0.0801761+0.4929552i 0.4999324+0.0000000i 0.5001509-0.0000000i 0.0801885-0.4930456i 0.0801885+0.4930456i 0.4998491+0.0000000i 
0.90505 0.0000 0442 0.000656 -0.003025 0.000696 0.5000693+0.0000000i 0.0956242-0.4901929i 0.0956242+0.4901929i 0.4999307+0.0000000i 0.5001544-0.0000000i 0.0956415-0.4902878i 0.0956415+0.4902878i 0.4998456+0.0000000i 
0.91005 0.0000 0443 0.000643 -0.002847 0.000668 0.5000738+0.0000000i 0.1109814-0.4869547i 0.1109814+0.4869547i 0.4999262+0.0000000i 0.5001576-0.0000000i 0.1110001-0.4870455i 0.1110001+0.4870455i 0.4998424+0.0000000i 
0.91505 0.0000 0444 0.000634 -0.002668 0.000642 0.5000783+0.0000000i 0.1262291-0.4832356i 0.1262291+0.4832356i 0.4999217-0.0000000i 0.5001608-0.0000000i 0.1262489-0.4833220i 0.1262489+0.4833220i 0.4998392+0.0000000i 
0.92005 0.0000 0444 0.000628 -0.002491 0.000618 0.5000798+0.0000000i 0.1413486-0.4790313i 0.1413486+0.4790313i 0.4999202-0.0000000i 0.5001638-0.0000000i 0.1413730-0.4791209i 0.1413730+0.4791209i 0.4998362+0.0000000i 
0.92505 0.0000 0444 0.000627 -0.002314 0.000595 0.5000813+0.0000000i 0.1563285-0.4743541i 0.1563285+0.4743541i 0.4999187+0.0000000i 0.5001667-0.0000000i 0.1563574-0.4744464i 0.1563574+0.4744464i 0.4998333+0.0000000i 
0.93005 0.0000 0445 0.000629 -0.002139 0.000573 0.5000860+0.0000000i 0.1711579-0.4692162i 0.1711579+0.4692162i 0.4999140+0.0000000i 0.5001694-0.0000000i 0.1711873-0.4693030i 0.1711873+0.4693030i 0.4998306+0.0000000i 
0.93505 0.0000 0445 0.000637 -0.001966 0.000553 0.5000873+0.0000000i 0.1858145-0.4636075i 0.1858145+0.4636075i 0.4999127+0.0000000i 0.5001720-0.0000000i 0.1858480-0.4636959i 0.1858480+0.4636959i 0.4998280+0.0000000i 
0.94005 0.0000 0445 0.000650 -0.001796 0.000534 0.5000885+0.0000000i 0.2002876-0.4575410i 0.2002876+0.4575410i 0.4999115+0.0000000i 0.5001744-0.0000000i 0.2003250-0.4576305i 0.2003250+0.4576305i 0.4998256+0.0000000i 
0.94505 0.0000 0446 0.000670 -0.001631 0.000516 0.5000938+0.0000000i 0.2145667-0.4510296i 0.2145667+0.4510296i 0.4999062+0.0000000i 0.5001765-0.0000000i 0.2146041-0.4511130i 0.2146041+0.4511130i 0.4998235+0.0000000i 
0.95005 0.0000 0448 0.000697 -0.001472 0.000500 0.5001034+0.0000000i 0.2286381-0.4440787i 0.2286381+0.4440787i 0.4998966-0.0000000i 0.5001785-0.0000000i 0.2286711-0.4441497i 0.2286711+0.4441497i 0.4998215+0.0000000i 
0.95505 0.0000 0448 0.000734 -0.001319 0.000486 0.5001042+0.0000000i 0.2424763-0.4366767i 0.2424763+0.4366767i 0.4998958+0.0000000i 0.5001801-0.0000000i 0.2425121-0.4367475i 0.2425121+0.4367475i 0.4998199+0.0000000i 
0.96005 0.0000 0448 0.000780 -0.001175 0.000473 0.5001048+0.0000000i 0.2560750-0.4288436i 0.2560750+0.4288436i 0.4998952+0.0000000i 0.5001813-0.0000000i 0.2561135-0.4289139i 0.2561135+0.4289139i 0.4998187+0.0000000i 
0.96505 0.0000 0448 0.000838 -0.001041 0.000461 0.5001052+0.0000000i 0.2694209-0.4205873i 0.2694209+0.4205873i 0.4998948+0.0000000i 0.5001820-0.0000000i 0.2694618-0.4206566i 0.2694618+0.4206566i 0.4998180+0.0000000i 
0.97005 0.0000 0448 0.000909 -0.000919 0.000451 0.5001053+0.0000000i 0.2825008-0.4119157i 0.2825008+0.4119157i 0.4998947+0.0000000i 0.5001823-0.0000000i 0.2825439-0.4119839i 0.2825439+0.4119839i 0.4998177+0.0000000i 
0.97505 0.0000 0449 0.000993 -0.000809 0.000443 0.5001098+0.0000000i 0.2953030-0.4028405i 0.2953030+0.4028405i 0.4998902+0.0000000i 0.5001821-0.0000000i 0.2953470-0.4029043i 0.2953470+0.4029043i 0.4998179+0.0000000i 
0.98005 0.0000 0449 0.001092 -0.000713 0.000436 0.5001095+0.0000000i 0.3078126-0.3933647i 0.3078126+0.3933647i 0.4998905+0.0000000i 0.5001815-0.0000000i 0.3078585-0.3934269i 0.3078585+0.3934269i 0.4998185+0.0000000i 
0.98505 0.0000 0449 0.001205 -0.000631 0.000431 0.5001091+0.0000000i 0.3200182-0.3835006i 0.3200182+0.3835006i 0.4998909-0.0000000i 0.5001807-0.0000000i 0.3200661-0.3835610i 0.3200661+0.3835610i 0.4998193+0.0000000i 
0.99005 0.0000 0449 0.001331 -0.000561 0.000427 0.5001086+0.0000000i 0.3319080-0.3732579i 0.3319080+0.3732579i 0.4998914+0.0000000i 0.5001797-0.0000000i 0.3319578-0.3733164i 0.3319578+0.3733164i 0.4998203+0.0000000i 
0.99505 0.0000 0449 0.001470 -0.000502 0.000424 0.5001081+0.0000000i 0.3434700-0.3626468i 0.3434700+0.3626468i 0.4998919+0.0000000i 0.5001787-0.0000000i 0.3435218-0.3627031i 0.3435218+0.3627031i 0.4998213+0.0000000i 
1.00005 0.0000 0449 0.001618 -0.000455 0.000424 0.5001076+0.0000000i 0.3546931-0.3516777i 0.3546931+0.3516777i 0.4998924+0.0000000i 0.5001776-0.0000000i 0.3547469-0.3517316i 0.3547469+0.3517316i 0.4998224+0.0000000i 
